"","ZIP.code","Bank account or service","Consumer loan","Credit card","Credit reporting","Debt collection","Money transfers","Mortgage","Other financial service","Payday loan","Prepaid card","Student loan"
"15147",56080,1,0,0,0,0,0,0,0,0,0,0
"15148",56081,0,0,0,0,0,0,1,0,0,0,0
"15149",56082,1,0,0,0,1,0,1,0,0,0,0
"15150",56093,1,0,1,0,1,0,0,0,0,0,0
"15151",56096,0,0,0,11,7,0,0,0,0,0,0
"15152",56097,1,0,0,0,1,0,0,0,0,0,0
"15153",56101,0,0,0,0,0,0,1,0,0,0,0
"15154",56108,0,0,0,0,0,0,0,1,0,0,0
"15155",56136,0,0,0,0,1,0,0,0,0,0,0
"15156",56143,0,0,0,0,1,0,0,0,0,0,0
"15157",56149,1,0,0,0,0,0,0,0,0,0,0
"15158",56152,0,0,0,5,0,0,0,0,0,0,0
"15159",56156,1,0,0,0,0,0,1,0,0,0,0
"15160",56159,0,0,0,1,0,0,0,0,0,0,0
"15161",56171,0,0,1,0,0,0,0,0,0,0,0
"15162",56172,2,0,0,1,0,0,0,0,0,0,0
"15163",56178,0,0,0,0,0,0,1,0,0,0,0
"15164",56183,0,0,0,0,0,0,1,0,0,0,0
"15165",56187,0,0,1,5,0,0,0,0,0,0,0
"15166",56201,0,0,3,1,1,0,3,0,0,0,1
"15167",56215,0,0,0,0,0,0,1,0,0,0,0
"15168",56220,0,0,0,1,0,0,0,0,0,0,0
"15169",56231,0,0,0,0,0,0,1,0,0,0,0
"15170",56241,0,0,0,0,1,0,1,0,0,0,0
"15171",56245,0,0,0,0,0,0,1,0,0,0,0
"15172",56249,0,0,0,0,1,0,0,0,0,0,0
"15173",56256,0,0,0,0,0,0,0,0,1,0,0
"15174",56258,0,1,2,0,2,1,4,0,0,0,1
"15175",56260,0,0,0,0,0,0,1,0,0,0,0
"15176",56264,1,0,0,0,0,0,1,0,0,0,0
"15177",56265,0,0,0,0,0,0,1,0,0,0,0
"15178",56267,0,0,0,0,0,0,2,0,0,0,0
"15179",56273,0,0,0,1,1,0,3,0,0,0,0
"15180",56277,0,0,0,0,0,0,1,0,0,0,0
"15181",56280,0,0,0,0,2,0,0,0,0,0,0
"15182",56283,1,0,0,0,0,0,0,0,0,0,0
"15183",56284,0,0,0,1,0,0,1,0,0,0,0
"15184",56288,1,0,1,0,0,0,3,0,0,0,0
"15185",56301,2,0,1,1,4,0,5,0,0,0,1
"15186",56303,1,0,0,0,3,0,9,0,0,1,1
"15187",56304,3,0,1,3,2,0,1,0,0,0,2
"15188",56307,0,1,0,0,0,0,0,0,0,0,0
"15189",56308,0,0,1,1,1,1,3,0,0,0,1
"15190",56310,0,0,0,0,0,0,1,0,0,0,0
"15191",56312,0,0,0,0,0,0,2,0,0,0,0
"15192",56319,1,0,0,0,0,0,0,0,0,0,0
"15193",56320,1,0,1,2,2,0,2,0,0,0,1
"15194",56324,0,0,0,0,0,0,1,0,0,0,0
"15195",56329,0,0,0,0,0,0,4,0,0,0,0
"15196",56330,0,0,1,0,0,0,1,0,0,0,0
"15197",56332,0,0,0,0,0,0,1,0,0,0,0
"15198",56336,0,0,0,0,0,0,1,0,0,0,0
"15199",56338,0,0,1,0,0,0,0,0,0,0,0
"15200",56342,0,0,0,0,0,0,1,0,0,0,0
"15201",56345,2,0,0,0,0,0,1,0,0,0,1
"15202",56347,0,0,0,0,1,0,0,0,0,0,0
"15203",56353,0,1,0,0,0,0,1,0,0,0,0
"15204",56354,0,0,0,0,0,0,3,0,0,0,0
"15205",56358,0,0,0,0,1,0,1,0,0,0,1
"15206",56359,0,0,0,0,0,0,1,0,0,0,0
"15207",56360,1,0,0,0,0,0,3,0,0,0,0
"15208",56362,1,0,1,0,0,0,0,0,0,0,0
"15209",56364,0,0,1,0,0,0,1,0,0,0,0
"15210",56367,1,0,0,0,1,0,0,0,0,0,0
"15211",56368,0,0,0,0,0,0,0,0,1,0,0
"15212",56374,0,0,0,1,2,0,1,0,0,0,0
"15213",56375,1,0,0,0,0,0,0,0,0,0,0
"15214",56377,2,0,0,0,2,0,5,0,0,0,0
"15215",56378,0,0,0,0,0,0,2,0,0,0,0
"15216",56379,0,1,1,1,2,0,3,1,0,0,0
"15217",56381,0,0,0,0,0,0,1,0,0,0,0
"15218",56382,0,0,0,0,1,0,1,0,0,0,0
"15219",56385,0,0,0,0,10,0,0,0,0,0,0
"15220",56386,0,0,0,0,0,0,1,0,0,0,0
"15221",56387,0,0,0,1,0,0,0,0,0,0,0
"15222",56401,3,0,3,3,4,0,7,0,0,0,2
"15223",56425,0,0,2,4,1,0,1,0,0,0,0
"15224",56431,0,0,2,3,2,0,5,0,0,0,0
"15225",56433,0,0,0,0,0,0,1,0,0,0,0
"15226",56435,0,0,0,0,0,0,1,0,0,0,0
"15227",56442,1,0,0,0,0,0,0,0,0,0,0
"15228",56444,0,0,0,0,0,0,0,0,0,0,1
"15229",56446,0,0,0,0,0,0,1,0,0,0,0
"15230",56447,0,0,0,0,0,0,1,0,0,0,0
"15231",56449,0,0,1,0,0,0,0,0,0,0,0
"15232",56455,0,0,0,0,3,0,0,0,0,0,0
"15233",56461,0,0,0,0,0,0,1,0,0,0,1
"15234",56464,0,0,2,0,0,0,0,0,0,0,0
"15235",56465,0,0,0,0,0,0,1,0,0,0,0
"15236",56466,0,0,0,0,1,0,0,0,0,0,0
"15237",56468,0,0,0,0,1,0,4,0,0,0,1
"15238",56470,0,0,0,0,0,1,6,0,0,0,1
"15239",56472,0,0,0,0,0,0,2,0,0,0,0
"15240",56473,1,0,0,0,0,0,0,0,0,0,0
"15241",56474,0,0,0,0,1,0,1,0,0,0,0
"15242",56475,0,0,0,0,0,0,2,0,0,0,0
"15243",56477,0,0,0,0,1,0,0,0,0,0,0
"15244",56479,1,0,0,0,0,0,0,0,0,0,0
"15245",56481,0,0,0,0,0,0,1,0,0,0,0
"15246",56482,0,0,1,2,2,0,1,0,0,0,0
"15247",56484,0,0,0,0,0,0,1,0,0,0,0
"15248",56501,0,0,1,2,3,0,2,0,0,0,0
"15249",56510,0,0,0,0,0,0,1,0,0,0,0
"15250",56515,0,0,0,0,0,0,2,0,0,0,0
"15251",56518,0,0,0,0,1,0,0,0,0,0,0
"15252",56520,0,0,1,1,2,0,0,0,0,0,0
"15253",56522,0,0,0,0,0,0,1,0,0,0,0
"15254",56529,0,0,0,4,0,0,0,0,0,0,0
"15255",56531,0,1,0,0,0,0,0,0,0,0,0
"15256",56535,0,0,0,0,0,0,1,0,0,0,0
"15257",56536,0,0,0,0,0,0,1,0,0,0,0
"15258",56537,0,0,0,5,1,0,1,0,0,0,0
"15259",56538,0,0,1,0,0,0,1,0,0,0,0
"15260",56542,0,0,0,0,2,0,0,0,0,0,0
"15261",56544,0,0,0,0,0,0,1,0,0,0,0
"15262",56545,0,0,0,0,1,0,0,0,0,0,0
"15263",56547,0,0,0,0,0,0,1,0,0,0,0
"15264",56551,0,0,0,0,0,0,1,0,0,0,0
"15265",56560,4,2,1,3,1,0,3,0,0,0,6
"15266",56567,0,0,0,1,0,0,1,0,0,0,1
"15267",56571,0,0,0,0,2,0,1,0,0,0,0
"15268",56572,2,0,0,0,2,0,0,0,0,0,0
"15269",56573,0,0,0,1,0,0,1,0,2,0,1
"15270",56586,0,0,0,2,1,0,1,0,0,0,0
"15271",56587,0,0,0,0,0,0,1,0,0,0,0
"15272",56589,0,0,0,1,0,0,0,0,0,0,0
"15273",56601,0,0,3,0,3,1,6,0,1,0,0
"15274",56621,0,0,0,0,1,0,0,0,0,0,0
"15275",56623,0,0,1,0,0,0,0,0,0,0,0
"15276",56628,2,0,2,0,0,0,0,0,0,0,0
"15277",56630,0,0,0,0,0,0,1,0,0,0,0
"15278",56633,0,0,0,2,2,0,0,0,0,0,0
"15279",56634,0,0,1,0,0,0,0,0,0,0,0
"15280",56636,0,0,2,0,0,0,4,0,0,0,0
"15281",56639,0,0,0,1,0,0,0,0,0,0,0
"15282",56649,0,0,1,0,0,0,2,0,0,0,0
"15283",56652,0,0,0,0,0,0,1,0,0,0,0
"15284",56655,0,0,0,0,0,0,1,0,0,0,0
"15285",56661,0,0,0,0,0,0,1,0,0,0,0
"15286",56672,0,0,1,0,0,0,0,0,0,0,0
"15287",56673,0,0,0,0,1,0,0,0,0,0,0
"15288",56678,0,0,0,0,0,0,1,0,0,0,0
"15289",56686,0,0,0,1,0,0,0,0,0,0,0
"15290",56701,1,0,3,1,0,0,1,0,0,0,0
"15291",56715,0,0,1,0,0,0,0,0,0,0,0
"15292",56716,0,0,0,0,1,0,0,0,0,0,0
"15293",56717,0,0,0,0,1,0,0,0,0,0,0
"15294",56721,0,0,1,2,0,0,0,0,0,0,1
"15295",56734,0,0,0,0,1,0,0,0,0,0,0
"15296",56738,0,0,0,0,0,0,1,0,0,0,0
"15297",56742,0,0,0,0,0,0,1,0,0,0,0
"15298",56751,0,0,2,0,0,0,0,0,0,0,0
"15299",56757,1,0,0,0,0,0,0,0,0,0,0
"15300",57003,0,0,0,0,1,0,0,0,0,0,0
"15301",57004,0,0,0,0,0,0,1,0,0,0,0
"15302",57005,1,0,1,0,2,0,6,0,0,0,0
"15303",57006,0,0,5,0,3,0,0,0,0,0,2
"15304",57013,0,0,0,0,0,0,2,0,0,0,0
"15305",57014,0,0,0,0,2,0,0,0,0,0,0
"15306",57015,0,0,0,0,0,0,1,0,0,0,0
"15307",57022,0,0,0,0,1,0,1,0,0,0,0
"15308",57023,0,0,0,0,0,0,1,0,0,0,0
"15309",57024,0,0,0,1,0,0,0,0,0,0,0
"15310",57025,0,0,0,0,2,0,0,0,0,0,0
"15311",57028,0,1,0,0,0,0,0,0,0,0,0
"15312",57029,0,0,0,0,0,0,1,0,0,0,0
"15313",57030,0,0,1,0,0,0,2,0,0,0,0
"15314",57032,1,0,1,1,0,0,3,0,0,0,0
"15315",57034,0,0,0,0,1,0,0,0,0,0,0
"15316",57038,0,0,0,0,0,0,1,0,0,0,0
"15317",57042,0,0,2,1,1,0,2,0,0,0,1
"15318",57043,0,0,0,0,0,0,1,0,0,0,0
"15319",57046,0,0,0,0,1,0,0,0,0,0,0
"15320",57049,1,0,8,2,0,0,0,0,0,0,0
"15321",57053,1,0,0,0,1,0,0,0,0,0,0
"15322",57054,0,0,0,3,1,0,0,0,0,0,0
"15323",57055,0,0,0,0,1,0,0,0,0,0,0
"15324",57064,0,1,1,0,0,0,2,0,0,0,2
"15325",57066,1,0,0,0,0,0,0,0,0,0,0
"15326",57069,2,0,1,0,0,0,1,0,0,0,0
"15327",57071,0,0,0,0,0,0,1,0,0,0,0
"15328",57077,0,0,1,0,0,0,1,0,0,0,0
"15329",57078,0,0,0,2,1,0,2,0,0,0,0
"15330",57103,6,0,4,2,3,0,6,0,0,0,0
"15331",57104,2,0,6,1,7,1,6,0,0,0,0
"15332",57105,2,4,0,4,5,0,6,0,0,0,1
"15333",57106,4,4,7,2,18,0,12,0,0,0,2
"15334",57107,1,0,2,4,3,0,2,0,0,0,2
"15335",57108,1,1,4,3,5,0,3,0,0,0,0
"15336",57109,0,0,1,0,2,0,0,0,0,0,0
"15337",57110,2,0,5,1,2,0,4,0,0,1,0
"15338",57117,0,0,2,0,0,0,1,0,0,0,0
"15339",57118,1,0,0,0,0,0,0,0,0,0,0
"15340",57186,0,0,1,0,0,0,2,0,0,0,0
"15341",57201,1,0,0,3,4,0,4,0,0,0,0
"15342",57212,0,0,2,0,1,0,0,0,0,0,0
"15343",57216,1,0,0,0,0,0,0,0,0,0,0
"15344",57232,0,0,1,0,0,0,0,0,0,0,0
"15345",57234,0,0,0,0,2,0,0,0,0,0,0
"15346",57239,0,1,0,0,0,0,0,0,0,0,0
"15347",57248,0,0,0,0,0,0,1,0,0,0,0
"15348",57252,0,0,0,0,0,0,2,0,0,0,1
"15349",57270,0,0,0,0,1,0,0,0,0,0,0
"15350",57273,0,0,0,0,0,0,1,0,0,0,0
"15351",57274,0,0,0,0,1,0,0,0,0,0,0
"15352",57276,0,0,0,0,0,0,0,0,0,0,1
"15353",57301,1,0,2,0,1,0,0,0,0,0,0
"15354",57311,0,0,1,0,0,0,0,0,0,0,0
"15355",57325,0,0,1,0,0,0,1,0,0,0,1
"15356",57330,0,0,0,0,0,0,0,0,1,0,0
"15357",57332,1,0,1,0,1,0,0,0,0,0,0
"15358",57350,0,0,0,0,5,0,1,0,0,0,0
"15359",57366,0,0,0,2,0,0,0,0,0,0,0
"15360",57369,0,0,0,0,0,0,0,0,0,0,1
"15361",57376,0,0,1,0,0,0,0,0,0,0,0
"15362",57380,0,0,0,1,0,0,0,0,0,0,1
"15363",57401,2,0,1,2,7,0,2,0,0,0,2
"15364",57402,0,0,1,0,0,0,1,0,0,0,0
"15365",57430,0,0,0,0,1,0,0,0,0,0,0
"15366",57436,0,1,0,0,0,0,0,0,0,0,0
"15367",57437,0,0,0,1,0,0,0,0,0,0,0
"15368",57439,0,0,0,0,0,0,1,0,0,0,0
"15369",57441,0,0,0,0,1,0,0,0,0,0,0
"15370",57442,1,1,0,1,0,0,0,0,0,0,0
"15371",57468,0,0,0,0,0,0,1,0,0,0,1
"15372",57469,0,0,1,0,2,0,1,0,0,0,0
"15373",57501,3,0,2,1,1,0,1,0,0,0,1
"15374",57523,0,0,1,0,0,0,0,0,0,0,0
"15375",57532,0,0,1,0,4,0,0,0,0,0,1
"15376",57555,0,0,1,2,6,0,0,0,0,0,0
"15377",57559,0,0,1,0,0,0,0,0,0,0,0
"15378",57568,1,0,0,0,0,0,0,0,0,0,0
"15379",57569,0,0,0,0,0,0,2,0,0,0,0
"15380",57580,2,0,0,0,1,0,0,0,1,0,0
"15381",57601,0,0,0,0,1,0,0,0,0,0,0
"15382",57625,1,0,0,0,1,0,0,0,0,0,0
"15383",57636,0,0,0,0,1,0,0,0,0,0,0
"15384",57638,0,0,1,1,0,0,0,0,0,0,0
"15385",57701,4,1,4,2,11,0,3,0,0,0,0
"15386",57702,3,1,6,0,4,0,7,0,1,0,0
"15387",57703,1,2,7,1,4,0,13,0,0,0,0
"15388",57706,0,0,0,0,0,0,1,0,0,0,0
"15389",57709,0,1,1,2,0,0,0,0,0,0,0
"15390",57716,0,0,1,0,0,0,0,0,0,0,0
"15391",57717,0,0,2,0,3,0,0,0,0,0,0
"15392",57718,0,1,3,1,2,0,4,0,0,0,0
"15393",57719,0,1,0,3,3,0,3,0,0,0,0
"15394",57730,0,0,0,0,0,0,1,0,0,0,0
"15395",57732,0,0,0,0,0,1,0,0,0,0,0
"15396",57744,0,0,1,0,1,0,0,0,0,0,0
"15397",57747,0,0,0,0,1,0,1,0,0,0,0
"15398",57752,0,0,0,0,1,0,0,0,0,0,0
"15399",57754,0,0,0,1,1,0,2,0,1,0,2
"15400",57760,0,0,0,0,0,0,1,0,0,0,0
"15401",57769,1,0,3,4,0,0,2,0,0,0,0
"15402",57770,1,0,0,0,0,0,0,0,0,0,0
"15403",57783,0,0,0,0,1,0,2,0,0,0,0
"15404",57785,0,0,4,0,0,0,2,0,0,0,0
"15405",57790,0,0,0,0,0,0,1,0,0,0,0
"15406",57793,0,0,1,0,0,0,0,0,0,0,0
"15407",57871,0,0,1,0,0,0,0,0,0,0,0
"15408",57936,1,0,0,0,0,0,0,0,0,0,0
"15409",58005,0,0,1,0,0,0,0,0,0,0,0
"15410",58036,0,0,0,0,0,0,2,0,0,0,0
"15411",58038,0,0,1,0,0,0,0,0,0,0,0
"15412",58041,0,0,0,0,2,0,0,0,0,0,0
"15413",58042,0,0,0,0,2,0,0,0,0,0,0
"15414",58050,0,0,1,0,0,0,0,0,0,0,0
"15415",58054,0,0,1,0,1,0,1,0,0,0,1
"15416",58072,0,0,0,0,0,0,0,0,0,0,1
"15417",58075,0,0,1,0,0,0,0,0,0,0,0
"15418",58078,2,1,1,4,3,0,3,0,0,0,0
"15419",58102,2,0,1,17,4,0,4,0,0,0,2
"15420",58103,4,0,3,7,11,0,3,0,0,0,2
"15421",58104,2,0,4,7,3,0,3,0,0,0,0
"15422",58106,0,0,0,0,2,0,0,0,0,0,0
"15423",58201,0,2,2,0,2,0,4,0,0,0,2
"15424",58203,0,0,0,0,9,0,5,0,0,0,0
"15425",58206,0,0,1,0,1,0,0,0,0,0,0
"15426",58208,1,0,0,0,0,0,0,0,0,0,0
"15427",58214,0,0,0,0,1,0,0,0,0,0,0
"15428",58237,0,0,0,0,1,0,0,0,0,0,0
"15429",58257,1,0,0,0,0,0,0,0,0,0,0
"15430",58259,0,0,0,1,0,0,0,0,0,0,0
"15431",58270,0,1,0,0,0,0,0,0,0,0,0
"15432",58274,0,0,0,0,0,0,1,0,0,0,0
"15433",58295,1,0,0,0,0,0,0,0,0,0,0
"15434",58316,0,1,0,0,0,0,1,0,0,0,0
"15435",58318,0,0,0,0,3,0,0,0,0,0,0
"15436",58329,0,1,0,0,0,0,0,0,0,0,0
"15437",58341,0,0,1,0,0,0,1,0,0,0,0
"15438",58348,0,0,1,0,0,0,0,0,0,0,0
"15439",58356,0,0,0,0,1,0,0,0,0,0,0
"15440",58367,0,1,0,1,1,0,0,0,0,0,0
"15441",58368,0,0,1,1,0,0,0,0,0,0,0
"15442",58401,0,0,0,0,0,0,2,0,0,0,0
"15443",58402,1,0,0,0,0,0,0,0,0,0,0
"15444",58421,0,0,0,0,1,0,0,0,0,0,0
"15445",58436,1,0,0,0,0,0,0,0,0,0,0
"15446",58474,0,0,0,0,0,0,1,0,0,0,0
"15447",58501,0,0,4,6,5,0,4,0,0,0,0
"15448",58502,0,0,0,0,0,0,1,0,0,0,0
"15449",58503,1,1,1,2,2,0,3,0,0,0,0
"15450",58504,0,0,1,2,2,0,2,0,0,0,1
"15451",58523,0,0,0,1,0,0,0,0,0,0,0
"15452",58530,1,0,0,0,0,0,0,0,0,0,0
"15453",58540,0,0,1,0,0,0,5,0,0,0,0
"15454",58552,0,0,1,0,0,0,0,0,0,0,0
"15455",58554,1,0,3,9,1,0,2,0,0,0,0
"15456",58565,0,0,0,1,0,0,0,0,0,0,0
"15457",58601,0,1,3,0,2,0,3,0,0,0,0
"15458",58602,0,0,0,4,0,0,0,0,0,0,0
"15459",58625,0,1,0,0,0,0,0,0,0,0,0
"15460",58631,0,0,0,1,0,0,1,0,0,0,0
"15461",58640,0,0,0,0,4,0,0,0,0,0,0
"15462",58642,0,0,0,0,0,0,1,0,0,0,0
"15463",58646,0,0,0,0,1,0,0,0,0,0,0
"15464",58655,0,0,0,0,0,0,1,0,0,0,0
"15465",58701,0,0,0,1,3,0,1,0,0,0,1
"15466",58702,1,0,0,0,0,0,0,0,0,0,0
"15467",58703,0,1,2,0,5,0,3,0,0,0,0
"15468",58704,0,0,1,0,2,0,0,0,0,0,0
"15469",58705,0,0,0,0,1,0,0,0,0,0,0
"15470",58710,1,0,0,0,0,0,0,0,0,0,0
"15471",58722,1,0,2,0,0,0,0,0,0,0,0
"15472",58759,0,0,0,3,0,0,0,0,0,0,0
"15473",58763,0,0,0,0,1,0,0,0,0,0,0
"15474",58784,0,0,0,0,0,0,1,0,0,0,0
"15475",58785,0,0,0,0,1,0,0,0,0,0,0
"15476",58790,0,0,0,1,0,0,1,0,0,0,0
"15477",58801,2,1,0,6,2,0,2,0,1,0,0
"15478",58852,0,1,0,0,0,0,1,0,0,0,0
"15479",59001,0,0,0,0,0,0,1,0,0,0,0
"15480",59011,0,1,0,0,0,0,0,0,0,0,0
"15481",59014,0,0,1,0,0,0,0,0,0,0,0
"15482",59019,0,0,0,0,1,0,0,0,0,0,0
"15483",59027,0,0,0,0,2,0,0,0,0,0,0
"15484",59032,0,0,0,0,0,0,0,0,0,0,1
"15485",59034,0,0,0,2,0,0,0,0,0,0,0
"15486",59035,0,0,0,0,0,0,1,0,0,0,0
"15487",59037,0,0,0,0,0,0,1,0,0,0,0
"15488",59044,1,0,0,1,0,0,1,0,0,0,0
"15489",59046,0,0,0,0,0,0,1,0,0,0,0
"15490",59047,0,0,1,1,2,0,1,0,0,0,1
"15491",59050,0,0,0,0,1,0,0,0,0,0,0
"15492",59063,0,0,0,0,1,0,0,0,0,0,0
"15493",59068,0,0,1,1,0,0,1,0,0,0,0
"15494",59072,0,0,2,0,0,0,1,0,0,0,0
"15495",59074,0,0,0,0,0,0,1,0,0,0,0
"15496",59078,1,0,0,0,0,0,0,0,0,0,0
"15497",59101,0,0,5,5,5,0,5,0,0,0,3
"15498",59102,0,0,4,7,7,0,15,0,0,0,1
"15499",59104,0,0,0,1,0,0,0,0,0,0,0
"15500",59105,1,1,2,2,8,0,2,0,0,0,1
"15501",59106,0,0,0,2,1,0,1,0,0,0,0
"15502",59108,2,0,0,0,0,0,0,0,0,0,0
"15503",59175,0,1,0,0,0,0,0,0,0,0,0
"15504",59201,0,0,0,0,0,0,0,0,0,1,0
"15505",59215,0,0,1,0,0,0,0,0,0,0,0
"15506",59221,0,0,0,0,1,0,0,0,0,0,0
"15507",59230,1,0,0,0,0,0,1,0,0,0,0
"15508",59243,0,0,0,1,0,0,0,0,0,0,0
"15509",59255,1,1,1,1,0,1,1,0,0,0,0
"15510",59263,0,0,0,0,1,0,0,0,0,0,0
"15511",59270,0,0,0,1,0,0,1,0,0,0,0
"15512",59301,0,0,1,1,0,0,0,0,0,0,0
"15513",59323,1,0,0,0,0,0,0,0,1,0,0
"15514",59324,1,0,0,0,0,0,0,0,0,0,0
"15515",59330,0,0,0,0,1,0,0,0,0,0,0
"15516",59401,1,0,1,1,0,0,1,0,0,0,0
"15517",59404,2,0,2,0,5,0,1,0,0,0,0
"15518",59405,2,0,1,1,3,0,8,0,0,0,2
"15519",59412,1,0,0,1,0,0,1,0,0,0,0
"15520",59417,1,0,0,0,0,0,0,0,0,0,0
"15521",59421,1,0,0,0,0,0,1,0,0,0,0
"15522",59425,0,0,0,0,1,0,1,0,0,0,0
"15523",59436,0,1,0,0,1,0,0,0,0,0,0
"15524",59442,0,0,1,0,0,0,0,0,0,0,0
"15525",59446,0,0,1,0,0,0,0,0,0,0,0
"15526",59451,0,0,0,0,0,0,1,0,0,0,0
"15527",59457,0,0,2,0,0,0,0,0,0,0,0
"15528",59463,0,0,0,0,0,0,1,0,0,0,0
"15529",59483,0,0,1,0,0,0,0,0,0,0,0
"15530",59485,0,0,0,1,0,0,0,0,0,0,0
"15531",59486,0,0,0,0,0,0,1,0,0,0,0
"15532",59487,1,0,0,0,0,0,0,0,0,0,0
"15533",59501,1,0,0,1,2,0,3,0,0,0,0
"15534",59520,0,0,1,0,0,0,0,0,0,0,0
"15535",59521,0,0,0,0,0,0,0,0,0,0,1
"15536",59523,0,2,1,0,0,0,1,0,0,0,0
"15537",59526,0,0,0,0,1,0,0,0,0,0,0
"15538",59601,2,0,4,4,5,0,9,0,2,0,4
"15539",59602,3,0,0,4,5,0,5,0,0,0,0
"15540",59604,0,0,0,0,0,0,1,0,0,0,0
"15541",59624,1,0,0,0,0,0,1,0,0,0,0
"15542",59631,0,0,0,0,1,0,0,0,0,0,0
"15543",59632,0,0,1,0,0,0,0,0,0,0,0
"15544",59634,1,0,0,0,0,0,1,0,0,0,0
"15545",59635,0,1,1,0,3,0,0,0,0,0,1
"15546",59638,0,0,0,0,0,0,2,0,0,0,0
"15547",59639,1,0,0,0,0,0,0,0,0,0,0
"15548",59645,1,0,0,0,0,0,0,0,0,0,0
"15549",59648,1,0,0,0,0,0,0,0,0,0,0
"15550",59653,0,0,0,0,0,0,1,0,0,0,0
"15551",59701,3,0,2,3,4,0,8,0,0,0,0
"15552",59702,0,0,1,0,0,0,0,0,0,0,0
"15553",59703,0,0,0,0,1,0,1,0,0,0,0
"15554",59711,0,0,1,1,4,0,2,0,0,0,1
"15555",59714,1,0,1,0,3,0,6,0,0,0,2
"15556",59715,1,0,5,5,5,0,9,0,0,0,1
"15557",59716,0,0,0,2,0,0,2,0,0,0,0
"15558",59718,3,0,2,2,6,0,5,0,0,1,4
"15559",59719,0,0,0,2,1,0,1,0,0,0,0
"15560",59721,0,0,0,0,1,0,0,0,0,0,0
"15561",59722,0,0,0,0,1,0,0,0,0,0,0
"15562",59725,0,0,1,0,1,0,3,0,0,0,0
"15563",59730,0,0,0,0,1,0,0,0,0,0,0
"15564",59741,0,0,0,0,0,0,1,0,0,0,0
"15565",59752,0,0,0,1,0,0,1,0,0,0,0
"15566",59754,0,0,5,0,0,0,1,0,0,0,0
"15567",59759,0,0,0,0,1,0,0,0,0,0,0
"15568",59772,0,0,1,1,0,0,0,0,0,0,0
"15569",59800,2,0,0,0,0,0,0,0,0,0,0
"15570",59801,1,1,2,1,4,1,4,0,0,0,2
"15571",59802,3,0,1,2,1,0,6,0,0,0,1
"15572",59803,2,0,1,0,2,0,2,0,0,0,0
"15573",59804,0,1,1,0,1,0,2,0,0,0,0
"15574",59806,1,0,0,1,1,0,1,0,0,0,0
"15575",59807,1,0,0,0,0,0,0,0,0,0,0
"15576",59808,0,0,2,2,3,0,7,0,0,0,0
"15577",59820,0,0,0,0,1,0,0,0,0,0,0
"15578",59823,0,0,1,3,2,0,0,0,0,0,0
"15579",59824,0,0,0,0,0,0,1,0,0,0,0
"15580",59828,0,0,8,1,2,0,2,0,0,0,0
"15581",59831,0,0,1,0,0,0,2,0,0,0,0
"15582",59833,0,0,2,1,0,0,3,0,1,0,0
"15583",59834,0,0,0,0,0,0,1,0,0,0,0
"15584",59837,0,0,0,1,0,0,0,0,0,0,0
"15585",59840,0,0,0,2,2,0,7,0,0,0,0
"15586",59845,0,0,0,2,3,0,2,0,0,0,0
"15587",59846,0,0,0,0,0,0,0,0,0,1,0
"15588",59847,0,0,0,0,1,0,0,0,0,0,0
"15589",59848,0,0,0,0,1,0,0,0,0,0,0
"15590",59856,0,0,1,0,0,0,0,0,0,0,0
"15591",59858,0,0,1,0,0,0,0,0,0,0,0
"15592",59859,0,0,1,1,0,0,1,0,0,0,0
"15593",59860,1,2,3,1,2,0,4,0,0,0,1
"15594",59864,0,0,0,1,0,0,0,0,0,0,0
"15595",59870,1,0,2,0,2,0,2,0,0,0,0
"15596",59873,0,0,0,0,0,0,1,0,0,0,0
"15597",59875,0,0,0,2,0,0,0,0,0,0,0
"15598",59901,5,3,4,4,13,0,14,0,0,0,1
"15599",59903,0,0,0,0,1,0,0,0,0,0,0
"15600",59904,0,1,3,3,0,0,1,0,0,0,0
"15601",59911,0,0,1,0,5,1,1,0,0,0,0
"15602",59912,0,1,1,0,1,0,5,0,0,0,1
"15603",59917,1,0,0,4,0,0,0,0,0,0,0
"15604",59920,0,1,0,3,1,0,1,0,0,0,0
"15605",59923,0,0,0,1,2,0,2,0,0,0,0
"15606",59927,0,0,0,0,2,0,0,0,0,0,0
"15607",59930,0,0,0,0,1,0,0,0,0,0,0
"15608",59931,1,0,1,0,0,0,0,0,0,0,0
"15609",59935,0,0,1,0,2,0,1,0,0,0,0
"15610",59937,0,0,0,0,2,0,2,0,0,0,3
"15611",60001,0,0,1,0,0,0,0,0,0,0,0
"15612",60002,2,1,0,1,2,0,7,0,0,0,1
"15613",60004,13,0,9,4,7,0,20,0,0,0,1
"15614",60005,4,2,4,3,5,0,18,0,0,0,3
"15615",60006,1,0,1,0,0,0,0,0,0,0,0
"15616",60007,6,0,6,3,4,1,17,0,0,0,3
"15617",60008,1,0,3,3,3,1,14,0,0,0,2
"15618",60009,1,0,1,0,0,0,1,0,0,0,0
"15619",60010,5,0,9,7,5,0,21,0,0,0,1
"15620",60012,1,0,0,3,2,0,3,0,0,0,0
"15621",60013,4,0,6,7,2,0,12,0,0,0,1
"15622",60014,11,1,6,4,8,1,29,0,0,0,2
"15623",60015,3,1,3,1,0,0,9,0,0,1,1
"15624",60016,9,5,10,4,9,2,26,0,0,0,1
"15625",60017,0,0,0,0,0,0,1,0,0,0,0
"15626",60018,2,0,3,4,3,0,9,0,0,0,1
