"","ZIP.code","Bank account or service","Consumer loan","Credit card","Credit reporting","Debt collection","Money transfers","Mortgage","Other financial service","Payday loan","Prepaid card","Student loan"
"3030",11553,2,2,1,10,5,1,19,0,1,0,0
"3031",11554,8,2,10,4,8,0,20,0,0,0,1
"3032",11556,0,0,0,0,0,0,1,0,0,0,0
"3033",11557,5,0,3,2,5,0,2,0,0,0,0
"3034",11558,2,1,4,1,4,0,8,0,0,0,0
"3035",11559,3,5,8,3,2,0,5,0,0,0,1
"3036",11560,3,0,0,0,0,0,5,0,0,0,0
"3037",11561,8,6,4,2,7,0,41,0,0,0,2
"3038",11563,2,0,9,5,6,0,11,0,0,0,0
"3039",11565,2,1,2,0,2,0,4,0,0,0,0
"3040",11566,11,3,14,22,30,1,26,0,0,0,3
"3041",11568,2,0,0,3,0,0,3,0,0,0,0
"3042",11569,2,0,1,0,1,0,0,0,0,0,0
"3043",11570,3,0,6,4,3,0,20,0,1,1,5
"3044",11572,6,1,5,9,2,0,26,0,0,0,0
"3045",11575,1,0,8,4,5,0,14,0,0,0,1
"3046",11576,2,0,2,1,1,0,6,0,0,0,0
"3047",11577,1,3,0,6,1,0,10,0,0,0,0
"3048",11579,1,2,2,0,2,0,2,0,0,0,1
"3049",11580,9,2,12,11,6,0,61,0,0,0,4
"3050",11581,8,2,9,6,5,0,24,0,0,0,1
"3051",11582,0,0,2,0,0,0,1,0,0,0,0
"3052",11590,8,0,15,3,9,1,30,0,0,0,2
"3053",11596,3,0,2,2,0,0,6,0,0,0,2
"3054",11598,0,0,4,1,3,0,14,0,0,0,0
"3055",11612,0,0,0,1,0,0,0,0,0,0,0
"3056",11661,0,0,1,0,0,0,0,0,0,0,0
"3057",11683,0,0,0,1,0,0,0,0,0,0,0
"3058",11691,20,1,16,12,5,1,34,0,0,0,2
"3059",11692,5,1,5,3,3,0,14,0,0,0,1
"3060",11693,4,0,2,3,0,0,8,0,0,0,0
"3061",11694,5,1,9,1,1,0,11,0,0,0,2
"3062",11697,1,0,0,0,0,0,2,0,0,0,0
"3063",11698,1,0,0,0,0,0,0,0,0,0,0
"3064",11701,4,0,3,12,3,1,26,0,1,0,2
"3065",11702,2,0,3,4,1,0,22,0,0,0,3
"3066",11703,4,1,7,4,5,0,27,0,0,0,2
"3067",11704,5,2,7,10,9,0,26,0,0,0,4
"3068",11705,1,0,5,5,1,0,3,0,0,0,0
"3069",11706,8,2,5,3,7,0,32,0,0,0,3
"3070",11709,1,0,2,0,2,0,7,0,0,0,1
"3071",11710,5,1,11,9,5,0,34,0,1,0,1
"3072",11713,0,0,1,0,2,0,10,0,0,0,0
"3073",11714,5,2,5,0,3,0,13,0,0,0,0
"3074",11715,3,0,1,0,1,0,4,0,0,0,1
"3075",11716,5,2,4,1,3,0,10,0,0,0,3
"3076",11717,3,4,4,4,5,1,23,0,0,0,1
"3077",11718,0,0,0,0,0,0,4,0,0,0,0
"3078",11719,1,0,0,0,0,0,2,0,0,0,0
"3079",11720,4,2,9,3,8,1,17,0,0,0,2
"3080",11721,1,0,1,1,0,0,4,0,0,0,0
"3081",11722,8,0,3,7,5,0,27,0,0,1,3
"3082",11724,0,0,0,0,1,0,1,0,0,0,0
"3083",11725,10,3,5,3,6,0,26,0,0,0,1
"3084",11726,3,4,4,2,8,0,5,0,0,0,0
"3085",11727,7,3,11,1,5,0,72,0,0,0,0
"3086",11729,6,1,7,7,8,1,26,0,0,0,1
"3087",11730,0,1,3,3,1,0,8,0,0,0,0
"3088",11731,6,0,9,3,7,0,14,0,0,0,2
"3089",11732,1,0,4,1,2,0,5,0,0,0,0
"3090",11733,3,1,4,4,3,0,14,0,0,0,0
"3091",11735,4,1,6,5,6,0,40,0,0,0,1
"3092",11738,4,1,3,5,3,0,6,0,0,0,0
"3093",11739,0,0,0,0,0,0,1,0,0,0,0
"3094",11740,2,0,0,0,2,0,4,0,0,0,0
"3095",11741,3,2,7,4,1,0,32,0,0,0,3
"3096",11742,2,2,3,17,18,0,10,0,0,0,1
"3097",11743,11,2,14,14,6,0,41,0,0,0,2
"3098",11746,17,3,18,5,8,0,54,0,0,0,2
"3099",11747,8,2,5,1,2,0,16,0,0,0,2
"3100",11749,14,0,1,0,0,0,9,0,0,0,0
"3101",11751,3,0,4,0,1,0,7,0,0,0,1
"3102",11752,1,0,1,0,0,0,3,0,0,0,1
"3103",11753,4,2,3,4,3,0,8,0,0,0,1
"3104",11754,4,2,5,3,2,0,12,0,0,0,1
"3105",11755,6,1,3,0,5,0,14,0,0,0,3
"3106",11756,6,2,6,10,8,0,33,0,0,0,2
"3107",11757,7,2,3,7,12,0,42,0,0,0,3
"3108",11758,11,5,17,6,11,0,39,0,0,0,6
"3109",11761,0,0,0,0,0,0,1,0,0,0,0
"3110",11762,2,1,6,3,0,0,9,0,0,0,1
"3111",11763,2,0,8,2,3,0,24,0,0,0,4
"3112",11764,1,0,4,3,1,0,14,0,0,0,0
"3113",11765,0,0,0,0,0,0,3,0,0,0,0
"3114",11766,2,1,1,10,3,0,14,0,0,0,0
"3115",11767,1,0,5,1,4,0,11,0,0,0,0
"3116",11768,8,0,6,2,3,0,8,0,0,1,0
"3117",11769,5,0,1,1,4,0,14,0,0,0,3
"3118",11770,0,0,0,0,0,0,2,0,0,0,0
"3119",11771,0,0,1,0,6,0,4,0,0,0,0
"3120",11772,9,3,10,5,5,0,45,0,0,0,8
"3121",11776,6,1,3,0,3,0,18,0,0,0,2
"3122",11777,1,0,2,0,2,0,6,0,0,0,0
"3123",11778,0,0,0,0,2,0,7,0,0,0,0
"3124",11779,5,0,21,4,7,0,24,0,0,0,3
"3125",11780,2,0,1,6,1,0,5,0,0,0,0
"3126",11782,2,1,1,0,2,0,7,0,0,0,1
"3127",11783,1,1,6,2,4,0,11,0,0,0,0
"3128",11784,2,3,7,8,9,0,21,0,0,0,1
"3129",11786,2,0,0,0,2,0,7,0,0,0,0
"3130",11787,6,1,12,1,3,0,24,0,0,0,1
"3131",11788,9,0,7,4,5,1,42,0,0,0,1
"3132",11789,1,1,0,2,0,0,7,0,0,0,0
"3133",11790,2,1,3,4,0,0,3,0,0,0,1
"3134",11791,4,1,11,3,5,1,34,0,0,0,0
"3135",11792,2,1,1,2,0,0,3,0,1,0,0
"3136",11793,3,5,9,1,7,0,19,0,0,0,0
"3137",11794,0,0,1,0,0,0,0,0,0,0,0
"3138",11795,2,1,7,4,1,0,18,0,0,0,3
"3139",11796,0,0,0,0,0,0,0,0,0,0,1
"3140",11797,3,0,2,2,0,0,15,0,0,0,0
"3141",11798,4,0,6,3,1,0,19,0,1,0,1
"3142",11801,3,0,10,4,6,0,22,0,0,0,1
"3143",11803,7,2,5,4,7,0,19,0,0,0,2
"3144",11804,0,0,1,1,0,0,3,1,0,0,0
"3145",11850,1,0,0,0,0,0,0,0,0,0,0
"3146",11901,3,0,3,2,2,1,6,0,1,0,1
"3147",11928,0,0,0,0,0,0,1,0,0,0,0
"3148",11930,0,0,1,0,0,0,0,0,0,0,0
"3149",11931,0,0,0,1,0,0,0,0,0,0,0
"3150",11932,0,0,0,0,1,0,1,0,0,0,0
"3151",11933,0,1,2,0,2,0,5,0,0,0,0
"3152",11934,2,0,1,5,1,0,1,0,0,0,0
"3153",11935,2,0,2,0,0,0,9,0,0,0,0
"3154",11937,2,0,1,4,0,1,7,0,0,0,0
"3155",11940,1,0,0,0,1,0,1,0,0,0,0
"3156",11941,1,0,2,0,2,0,2,0,0,0,0
"3157",11942,2,0,1,1,1,0,5,0,0,0,1
"3158",11944,1,0,1,0,1,0,1,0,0,0,0
"3159",11946,4,2,8,0,2,0,12,0,0,0,0
"3160",11948,0,0,0,0,0,0,3,0,0,0,0
"3161",11949,3,1,3,4,2,0,6,0,0,0,3
"3162",11950,1,1,3,6,5,0,17,0,0,0,4
"3163",11951,4,1,1,0,4,0,12,0,0,0,3
"3164",11952,2,0,0,0,1,0,2,0,0,0,2
"3165",11953,3,1,2,4,1,1,13,0,0,0,0
"3166",11954,0,0,1,0,0,0,5,0,0,0,0
"3167",11955,1,2,0,0,0,0,4,0,0,0,0
"3168",11958,0,0,0,0,0,0,1,0,0,0,0
"3169",11959,1,0,1,0,0,0,0,0,0,0,0
"3170",11960,0,0,0,0,1,0,1,0,0,0,1
"3171",11961,2,4,2,1,6,0,3,0,0,0,1
"3172",11962,0,0,0,0,0,0,2,0,0,0,0
"3173",11963,1,1,5,0,0,0,3,0,0,0,0
"3174",11964,0,0,0,0,0,0,2,0,0,0,0
"3175",11967,4,3,4,0,5,1,25,0,0,0,3
"3176",11968,0,1,2,0,1,0,5,0,0,0,0
"3177",11969,0,1,2,0,0,0,3,0,0,0,0
"3178",11970,0,0,0,0,0,0,1,0,0,0,0
"3179",11971,0,0,1,1,4,0,5,0,0,0,0
"3180",11972,1,0,0,0,0,0,0,0,0,0,0
"3181",11975,1,0,0,0,0,0,1,0,0,0,0
"3182",11976,0,0,2,0,0,0,2,0,0,0,0
"3183",11977,0,0,0,0,0,0,4,0,0,0,1
"3184",11978,0,0,1,0,0,0,5,0,0,0,0
"3185",11980,2,0,0,1,2,0,3,0,0,0,0
"3186",12000,0,0,0,0,1,0,0,0,0,0,0
"3187",12008,0,0,0,0,0,0,0,0,0,0,1
"3188",12009,1,0,3,0,0,0,1,0,0,0,0
"3189",12010,0,3,5,3,2,0,8,0,0,0,0
"3190",12015,2,0,2,0,0,0,2,0,0,0,1
"3191",12018,3,1,1,1,1,0,2,0,0,0,0
"3192",12019,2,0,3,0,1,0,5,0,0,0,1
"3193",12020,4,1,6,0,2,0,11,0,0,0,4
"3194",12023,0,0,0,1,0,0,0,0,0,0,0
"3195",12024,0,0,0,0,0,0,1,0,0,0,0
"3196",12025,0,0,0,0,1,0,3,0,0,0,0
"3197",12027,0,1,1,5,0,0,0,0,0,0,0
"3198",12028,1,0,0,0,0,0,0,0,0,0,0
"3199",12029,1,0,0,2,0,0,1,0,0,0,0
"3200",12031,0,0,0,0,1,0,0,0,0,0,0
"3201",12033,1,0,2,0,0,0,2,0,0,0,1
"3202",12037,0,0,3,0,0,0,2,0,0,0,1
"3203",12043,0,0,0,0,0,0,2,0,0,0,0
"3204",12046,0,0,0,0,0,0,2,0,0,0,0
"3205",12047,2,1,3,3,5,0,7,0,0,0,1
"3206",12050,1,0,0,0,0,0,1,0,0,0,0
"3207",12051,2,0,0,0,0,0,2,0,0,0,0
"3208",12052,0,0,1,0,0,0,0,0,0,0,0
"3209",12053,0,0,2,0,1,0,2,0,0,0,1
"3210",12054,1,0,5,1,1,0,4,0,0,0,2
"3211",12056,0,0,1,0,0,0,0,0,0,0,0
"3212",12057,0,0,0,0,0,0,1,0,0,0,0
"3213",12060,0,1,2,0,0,0,0,0,0,0,0
"3214",12061,0,0,2,0,2,0,3,0,0,0,0
"3215",12062,0,1,0,0,0,0,0,0,0,0,0
"3216",12065,5,1,8,6,8,0,15,0,0,0,6
"3217",12066,0,0,0,0,0,0,6,0,0,0,0
"3218",12068,0,1,0,1,0,0,0,0,0,0,1
"3219",12072,0,1,0,0,0,0,0,0,0,0,0
"3220",12074,1,0,1,0,0,0,2,0,0,0,0
"3221",12075,0,0,3,0,0,0,3,0,0,0,0
"3222",12076,0,0,2,0,0,0,1,0,0,0,0
"3223",12077,0,0,2,0,3,0,2,0,0,0,0
"3224",12078,2,0,1,0,4,0,2,0,0,0,0
"3225",12084,0,0,0,0,0,0,2,0,0,0,1
"3226",12086,0,0,1,0,1,0,1,0,0,0,1
"3227",12087,0,0,0,1,0,0,0,0,0,0,0
"3228",12090,0,0,0,1,1,0,0,0,0,0,0
"3229",12094,0,0,0,0,0,0,2,0,0,0,0
"3230",12095,4,1,1,0,1,0,0,0,0,0,1
"3231",12100,0,0,0,0,0,0,1,0,0,0,0
"3232",12106,0,0,0,0,1,0,2,0,0,0,0
"3233",12110,3,1,5,0,4,0,5,0,0,0,1
"3234",12114,0,0,0,0,0,0,1,0,0,0,0
"3235",12115,0,0,0,0,0,0,3,0,0,0,0
"3236",12117,0,0,1,0,0,0,1,0,0,0,0
"3237",12118,1,0,1,0,1,0,4,0,0,0,1
"3238",12121,0,0,1,1,0,0,1,0,0,0,0
"3239",12122,0,1,0,0,0,0,5,0,0,0,0
"3240",12123,1,0,0,0,0,0,1,0,0,0,0
"3241",12126,0,0,0,0,0,0,1,0,0,0,0
"3242",12128,0,0,0,0,1,0,0,0,0,0,0
"3243",12133,0,0,0,0,0,0,1,0,0,0,0
"3244",12134,0,0,0,0,2,0,2,0,0,0,0
"3245",12136,0,0,0,1,0,0,0,0,0,0,0
"3246",12138,0,1,0,0,0,0,2,0,0,0,0
"3247",12143,0,0,0,0,0,0,1,0,0,0,0
"3248",12144,1,0,3,0,3,1,8,0,0,0,0
"3249",12147,0,0,0,0,0,0,1,0,0,0,0
"3250",12148,1,0,0,0,0,0,1,0,0,0,0
"3251",12151,0,0,0,0,0,0,3,0,0,0,0
"3252",12154,1,0,0,0,0,0,1,0,0,0,0
"3253",12157,0,0,0,0,0,0,3,0,0,0,0
"3254",12158,0,1,1,4,0,0,1,0,0,0,0
"3255",12159,0,0,3,0,3,0,3,0,0,0,0
"3256",12160,0,0,0,0,0,0,1,0,0,0,0
"3257",12167,0,1,0,0,0,0,2,0,0,0,0
"3258",12168,0,0,1,0,0,0,0,0,0,0,0
"3259",12170,1,0,0,3,0,0,3,0,0,0,0
"3260",12177,1,0,0,0,0,0,0,0,0,0,0
"3261",12180,6,1,7,5,12,0,7,0,1,0,3
"3262",12181,0,0,4,0,1,0,0,0,0,0,0
"3263",12182,0,1,3,4,3,0,8,0,0,0,0
"3264",12183,1,0,0,0,0,0,0,0,0,0,0
"3265",12184,2,0,0,0,0,0,2,0,0,0,0
"3266",12185,0,0,0,0,0,0,1,0,0,0,0
"3267",12186,1,0,0,0,0,0,0,0,0,0,0
"3268",12188,0,0,4,1,7,0,2,0,0,0,0
"3269",12189,1,2,1,1,2,0,2,0,0,0,0
"3270",12192,0,0,0,0,1,0,0,0,0,0,0
"3271",12196,0,0,2,0,0,0,2,0,0,0,0
"3272",12197,0,0,0,0,0,0,3,0,0,0,0
"3273",12198,1,0,1,0,0,0,2,0,0,0,0
"3274",12201,1,0,0,1,1,0,0,0,0,0,0
"3275",12202,1,0,2,0,7,0,3,0,0,0,0
"3276",12203,2,1,2,0,4,0,13,0,1,0,8
"3277",12204,2,0,3,0,1,0,3,1,0,0,0
"3278",12205,3,0,6,4,4,1,5,0,0,0,1
"3279",12206,2,1,5,8,1,0,6,0,0,0,0
"3280",12207,0,0,1,0,0,0,0,0,0,0,0
"3281",12208,1,1,5,6,1,0,12,0,0,0,3
"3282",12209,1,1,0,6,0,0,12,0,0,0,1
"3283",12210,0,0,3,1,2,0,3,0,0,0,1
"3284",12211,2,0,2,2,2,0,3,0,0,0,1
"3285",12212,0,0,0,1,0,0,6,0,0,0,0
"3286",12221,1,0,0,0,0,0,0,0,0,0,0
"3287",12224,0,0,0,0,0,0,1,0,0,0,0
"3288",12230,0,0,0,0,0,0,0,0,0,0,1
"3289",12232,0,0,0,0,1,0,0,0,0,0,0
"3290",12250,0,0,1,0,0,0,0,0,0,0,0
"3291",12270,1,0,0,0,0,0,0,0,0,0,0
"3292",12301,1,0,0,0,1,0,2,0,0,0,0
"3293",12302,0,0,4,1,4,0,12,0,0,0,0
"3294",12303,4,2,6,6,8,0,5,0,0,0,0
"3295",12304,3,0,4,6,5,0,9,0,0,0,0
"3296",12305,3,1,6,14,7,0,4,0,0,0,1
"3297",12306,1,1,5,7,2,0,9,0,0,0,1
"3298",12307,0,0,1,2,0,0,0,0,0,1,1
"3299",12308,2,0,1,0,2,0,4,0,0,0,0
"3300",12309,3,0,9,0,5,0,11,0,0,0,3
"3301",12325,0,0,0,0,0,0,1,0,0,0,0
"3302",12345,2,0,2,0,2,0,0,0,0,0,0
"3303",12354,0,0,0,0,0,0,1,0,0,0,0
"3304",12401,5,2,10,2,6,0,21,0,0,0,2
"3305",12402,1,0,0,0,0,0,0,0,0,0,0
"3306",12404,1,0,1,0,0,0,4,0,0,0,0
"3307",12405,0,0,0,0,0,0,1,0,0,0,0
"3308",12406,1,0,0,0,0,0,0,0,0,0,0
"3309",12409,0,1,3,0,0,0,0,0,0,0,0
"3310",12410,0,0,0,0,0,0,1,0,0,0,0
"3311",12411,0,1,0,0,0,0,0,0,0,0,0
"3312",12413,1,0,0,0,0,0,5,0,0,0,0
"3313",12414,3,0,1,1,2,0,1,0,0,0,1
"3314",12419,1,0,0,0,0,0,0,0,0,0,0
"3315",12422,1,0,0,0,0,0,0,0,0,0,0
"3316",12423,3,0,0,0,0,0,1,0,0,0,0
"3317",12428,1,0,1,0,0,0,1,0,0,0,0
"3318",12429,1,0,0,0,0,0,0,0,0,0,0
"3319",12430,1,0,0,0,0,0,0,0,0,0,0
"3320",12431,0,0,0,0,0,0,1,0,0,0,0
"3321",12433,0,1,0,0,0,0,0,0,0,0,0
"3322",12434,1,0,2,0,0,0,0,0,0,0,0
"3323",12440,1,0,0,3,0,0,1,0,0,0,0
"3324",12441,1,0,0,0,0,0,0,0,0,0,0
"3325",12442,0,0,0,0,2,0,2,0,0,0,0
"3326",12443,0,0,0,0,0,0,1,0,0,0,0
"3327",12446,0,0,1,0,2,0,4,0,0,0,0
"3328",12448,0,0,0,0,1,0,0,0,0,0,0
"3329",12449,1,0,0,0,0,0,0,0,0,0,0
"3330",12451,0,0,0,0,0,0,1,0,0,0,0
"3331",12452,0,0,0,0,0,0,1,0,0,0,0
"3332",12453,1,0,1,0,0,0,2,0,0,0,0
"3333",12454,0,0,0,0,0,0,1,0,0,0,0
"3334",12455,0,0,0,1,0,0,2,0,0,0,0
"3335",12456,0,0,1,0,0,0,0,0,0,0,0
"3336",12457,0,0,0,0,0,0,2,0,0,0,0
"3337",12458,0,0,0,6,4,0,1,0,0,0,0
"3338",12459,0,0,0,0,0,0,2,0,0,0,0
"3339",12460,0,0,0,0,0,0,1,0,0,0,0
"3340",12466,0,0,1,9,2,0,2,0,0,0,0
"3341",12468,1,1,0,0,0,0,1,0,0,0,0
"3342",12469,1,0,0,0,0,0,0,0,0,0,0
"3343",12477,1,1,1,0,7,0,11,0,0,0,2
"3344",12480,0,0,0,0,0,0,2,0,0,0,0
"3345",12482,1,0,0,0,0,0,0,0,0,0,0
"3346",12484,0,0,0,2,2,0,2,0,0,0,0
"3347",12485,0,0,1,0,0,0,0,0,0,0,0
"3348",12487,1,0,3,0,2,0,1,0,0,0,0
"3349",12491,0,0,0,1,0,0,1,0,0,0,0
"3350",12492,0,0,0,0,0,0,1,0,0,0,0
"3351",12495,0,0,1,0,0,0,0,0,0,0,0
"3352",12498,0,0,3,0,1,0,1,0,0,0,0
"3353",12501,1,0,0,0,0,0,3,0,0,0,0
"3354",12502,0,0,1,0,0,0,1,0,0,0,0
"3355",12503,0,0,0,0,0,0,2,0,0,0,0
"3356",12508,7,0,5,2,0,0,10,0,0,0,0
"3357",12510,0,0,0,0,0,0,1,0,0,0,0
"3358",12513,0,0,2,0,0,0,1,0,0,0,0
"3359",12514,0,0,1,0,0,0,9,0,0,0,0
"3360",12515,0,0,0,0,0,0,2,0,0,0,0
"3361",12517,0,0,1,0,0,0,0,0,0,0,0
"3362",12518,1,0,2,0,0,0,2,0,0,0,1
"3363",12520,0,0,0,4,0,0,3,0,0,0,2
"3364",12521,1,0,0,0,0,0,1,0,0,0,0
"3365",12522,1,1,6,5,1,0,3,0,0,0,0
"3366",12523,0,0,1,0,0,0,3,0,0,0,0
"3367",12524,1,0,2,0,1,0,10,0,0,0,2
"3368",12525,0,0,1,1,1,0,3,0,0,0,0
"3369",12526,0,0,3,0,0,0,2,0,0,0,1
"3370",12528,0,0,2,1,1,0,9,0,0,0,0
"3371",12529,0,0,0,0,0,0,1,0,0,0,0
"3372",12533,2,0,8,7,3,0,15,0,0,0,0
"3373",12534,4,1,2,0,1,0,7,0,0,0,0
"3374",12538,1,1,1,3,0,0,7,0,0,0,1
"3375",12540,0,0,0,0,0,0,11,0,0,0,0
"3376",12542,3,0,3,1,1,0,2,0,0,0,0
"3377",12543,0,0,1,0,0,0,0,0,0,0,0
"3378",12545,0,1,0,0,1,0,3,0,0,0,0
"3379",12546,0,0,0,0,0,0,1,0,1,0,0
"3380",12547,0,0,1,0,1,0,2,0,0,0,0
"3381",12548,0,1,0,0,0,0,0,0,0,0,0
"3382",12549,0,0,3,0,0,0,1,0,0,0,1
"3383",12550,7,4,7,6,8,0,40,0,1,1,0
"3384",12551,0,0,2,0,1,0,0,0,0,0,0
"3385",12553,10,0,7,3,1,1,17,0,0,0,0
"3386",12556,0,0,0,0,0,0,1,0,0,0,0
"3387",12560,0,0,0,0,0,0,1,0,0,0,0
"3388",12561,6,1,3,2,3,0,4,0,0,0,1
"3389",12563,0,0,0,4,0,0,6,0,0,0,1
"3390",12564,1,0,1,0,3,0,4,0,0,0,0
"3391",12565,0,0,0,0,0,0,1,0,0,0,0
"3392",12566,3,0,3,1,4,0,6,0,0,0,0
"3393",12567,1,0,0,0,0,0,1,0,0,0,0
"3394",12568,0,0,0,0,0,0,0,0,0,0,1
"3395",12569,5,0,2,0,0,0,7,0,0,0,0
"3396",12570,0,0,1,0,0,0,11,0,0,0,0
"3397",12571,1,0,1,1,0,0,0,0,0,0,0
"3398",12572,3,1,1,0,0,0,5,0,0,0,0
"3399",12575,0,0,0,0,1,0,2,0,0,0,0
"3400",12577,0,0,0,1,0,0,2,0,0,0,0
"3401",12578,0,0,0,0,0,0,1,0,0,0,0
"3402",12580,1,0,1,3,0,0,1,1,0,0,0
"3403",12581,0,0,0,0,0,0,1,0,0,0,0
"3404",12582,0,1,2,0,1,0,3,0,0,0,0
"3405",12583,0,0,1,0,0,0,2,0,0,0,0
"3406",12585,1,0,1,0,0,0,0,0,0,0,0
"3407",12586,2,0,2,1,0,0,3,0,0,0,0
"3408",12589,0,0,1,4,2,0,9,0,0,0,1
"3409",12590,3,2,12,3,9,0,16,0,0,0,1
"3410",12592,0,0,0,0,0,0,1,0,0,0,1
"3411",12594,0,2,0,0,0,0,0,0,0,0,0
"3412",12601,4,2,9,7,7,1,17,0,0,1,0
"3413",12603,5,1,12,16,12,0,8,0,0,0,4
"3414",12650,0,0,1,0,0,0,0,0,0,0,0
"3415",12659,0,0,0,0,0,0,1,0,0,0,0
"3416",12701,1,1,0,13,2,0,3,0,0,0,0
"3417",12714,0,0,0,0,0,0,1,0,0,0,0
"3418",12719,0,0,0,0,0,0,1,0,0,0,0
"3419",12721,0,0,1,0,1,0,6,0,0,0,1
"3420",12722,0,0,0,0,0,0,1,0,0,0,0
"3421",12724,0,0,1,0,0,0,1,0,0,0,0
"3422",12729,1,0,0,0,1,0,0,0,0,0,0
"3423",12733,0,0,1,0,0,0,0,0,0,0,0
"3424",12740,0,0,1,0,0,0,0,0,0,0,0
"3425",12742,1,0,0,0,0,0,0,0,0,0,0
"3426",12746,0,0,0,0,0,0,2,0,0,0,0
"3427",12748,2,0,0,0,0,0,0,0,0,0,0
"3428",12750,0,0,0,0,0,0,1,0,0,0,0
"3429",12751,0,0,0,0,0,0,2,0,0,0,0
"3430",12754,0,0,0,0,0,0,3,0,0,0,0
"3431",12758,1,0,0,5,0,0,2,0,0,0,0
"3432",12759,0,0,0,0,0,0,2,0,0,0,0
"3433",12763,0,0,0,0,0,0,1,0,0,0,0
"3434",12764,1,0,1,0,0,0,2,0,0,0,0
"3435",12766,0,0,0,0,0,0,1,0,0,0,0
"3436",12768,0,0,0,0,0,0,1,0,0,0,0
"3437",12770,1,0,0,0,0,0,0,0,0,0,0
"3438",12771,1,0,1,0,4,0,5,0,0,0,0
"3439",12773,0,0,0,3,0,0,0,0,0,0,0
"3440",12775,1,0,0,0,1,0,5,0,0,0,0
"3441",12776,0,0,0,0,0,0,3,0,0,0,0
"3442",12777,0,0,0,0,0,0,2,0,0,0,0
"3443",12780,0,0,0,0,0,0,1,0,0,0,1
"3444",12783,1,0,0,0,0,0,0,0,0,0,0
"3445",12785,0,0,0,0,0,0,2,0,0,0,0
"3446",12788,0,0,0,2,0,0,0,0,0,0,0
"3447",12789,0,0,0,0,0,0,2,0,0,0,0
"3448",12790,1,0,6,0,0,0,3,0,0,0,0
"3449",12801,1,0,1,3,5,1,6,0,0,0,3
"3450",12803,0,0,0,0,4,0,2,0,0,0,1
"3451",12804,5,0,2,2,2,0,12,0,0,0,2
"3452",12809,0,1,0,0,0,0,0,0,0,0,0
"3453",12810,0,0,0,0,0,0,1,0,0,0,0
"3454",12814,0,0,0,0,0,0,0,0,0,0,1
"3455",12815,0,0,0,0,0,0,0,0,0,0,1
"3456",12816,0,1,1,0,0,0,1,0,0,0,0
"3457",12821,2,0,0,0,0,0,0,0,0,0,0
"3458",12822,0,0,0,0,0,0,6,0,0,0,1
"3459",12823,0,1,0,0,0,0,0,0,0,0,0
"3460",12824,0,0,1,0,0,0,0,0,0,0,0
"3461",12827,0,0,0,0,0,0,1,0,0,0,0
"3462",12828,1,0,1,0,0,0,3,0,0,0,1
"3463",12831,2,0,4,0,1,0,6,0,0,0,0
"3464",12832,0,0,1,0,0,1,5,0,0,0,0
"3465",12833,0,0,1,0,0,0,8,0,0,0,0
"3466",12834,0,0,0,0,0,1,1,0,0,0,0
"3467",12835,1,0,0,0,0,0,2,0,0,0,0
"3468",12837,0,0,0,0,0,0,1,0,0,0,0
"3469",12838,0,0,0,0,0,0,1,0,0,0,0
"3470",12839,0,2,2,0,1,0,5,0,0,0,0
"3471",12842,0,0,0,0,0,0,1,0,0,0,0
"3472",12844,0,0,0,0,0,0,1,0,0,0,0
"3473",12845,1,0,3,0,2,0,3,0,0,0,0
"3474",12846,1,0,0,0,0,0,4,0,0,0,0
"3475",12849,0,0,0,0,0,0,1,0,0,0,0
"3476",12850,0,0,0,0,1,0,2,0,0,0,0
"3477",12852,0,1,0,0,0,0,0,0,0,0,0
"3478",12853,0,0,0,0,0,0,1,0,0,0,0
"3479",12857,0,0,0,0,0,0,1,0,0,0,0
"3480",12859,0,0,1,0,0,0,3,0,0,0,0
"3481",12860,0,1,0,0,0,0,0,0,0,0,0
"3482",12861,0,0,0,0,0,0,1,0,0,0,0
"3483",12865,3,1,2,3,1,0,2,0,0,0,1
"3484",12866,4,0,9,8,11,0,17,0,0,0,0
"3485",12869,1,0,0,0,0,0,1,0,0,0,0
"3486",12871,0,0,0,0,0,0,0,0,0,0,1
"3487",12883,0,0,0,0,0,0,1,0,0,0,0
"3488",12885,1,0,0,0,1,0,0,0,0,0,0
"3489",12887,0,0,1,0,0,0,5,0,0,0,0
"3490",12901,4,0,6,4,3,1,5,0,0,0,4
"3491",12903,0,0,3,3,0,0,2,0,0,0,0
"3492",12912,0,0,0,0,1,0,1,0,0,0,0
"3493",12917,0,0,0,0,1,1,0,0,0,0,0
"3494",12918,0,0,0,0,1,0,1,0,0,0,0
"3495",12919,0,0,0,1,3,0,0,0,0,0,0
"3496",12921,0,0,1,0,0,0,1,0,0,0,0
"3497",12926,0,0,0,0,0,0,3,0,0,0,0
"3498",12928,0,0,0,0,1,0,1,0,1,0,0
"3499",12932,1,0,0,0,0,0,3,0,0,0,0
"3500",12934,1,0,0,0,0,0,0,0,0,0,0
"3501",12935,0,0,0,0,1,0,0,0,0,0,0
"3502",12936,1,0,0,0,0,0,0,0,0,0,0
"3503",12942,0,1,0,0,0,0,0,0,0,0,0
"3504",12944,0,0,1,3,1,0,11,0,0,0,0
"3505",12945,0,0,0,0,1,0,0,0,0,0,0
"3506",12946,1,0,0,0,1,0,3,0,0,0,1
"3507",12953,1,0,1,1,0,0,2,0,0,0,1
"3508",12955,0,0,0,0,0,0,1,0,0,0,0
"3509",12958,0,0,0,0,0,0,2,0,0,0,0
